round,test_accuracy,test_loss,num_selected,total_clients,epsilon,change_events,selection_time_ms,server_memory_mb
1,0.1,2.477476544952393,5,20,1.0,0,0.11,1995.97
2,0.1653,2.3348842765808104,5,20,1.0,0,0.08,1995.97
3,0.1829,2.2503267135620115,5,20,1.0,0,0.1,1995.97
4,0.1877,2.267560528564453,5,20,1.0,0,0.08,1995.97
5,0.192,2.199023374557495,5,20,1.0,0,0.13,1995.97
6,0.2586,1.9350176780700683,5,20,0.2747,0,0.42,1995.97
7,0.2868,1.9123120792388917,5,20,0.2449,0,0.42,1995.97
8,0.2772,1.9414091327667236,5,20,0.2365,1,0.6,1995.97
9,0.3087,1.850775587463379,5,20,0.24,1,0.43,1995.97
10,0.295,1.8087091102600097,5,20,0.2356,0,0.41,1995.97
11,0.2978,1.900276563835144,5,20,0.2714,2,0.51,1995.97
12,0.3132,1.990425034713745,5,20,0.2673,0,0.48,1995.97
13,0.358,1.862829636001587,5,20,0.2835,2,0.61,1995.97
14,0.3682,1.8300038475036622,5,20,0.2806,0,0.38,1995.97
15,0.3512,1.934031693649292,5,20,0.2774,0,0.75,1995.97
