round,test_accuracy,test_loss,num_selected,total_clients,epsilon,change_events,selection_time_ms,server_memory_mb
1,0.1232,2.369153569793701,5,20,1.0,0,0.06,1995.97
2,0.1665,2.300140275192261,5,20,1.0,0,0.08,1995.97
3,0.1054,2.493771266555786,5,20,1.0,0,0.07,1995.97
4,0.1,2.3485548721313476,5,20,1.0,0,0.08,1995.97
5,0.1099,2.3670235473632815,5,20,1.0,0,0.09,1995.97
6,0.1948,2.0980164012908937,5,20,1.0,0,0.08,1995.97
7,0.1861,2.164279284667969,5,20,1.0,0,0.07,1995.97
8,0.2411,2.038898410797119,5,20,1.0,0,0.08,1995.97
9,0.2769,1.983987095451355,5,20,1.0,0,0.07,1995.97
10,0.2612,2.026547359466553,5,20,1.0,0,0.08,1995.97
11,0.2494,2.03447138671875,5,20,1.0,0,0.09,1995.97
12,0.311,2.000694567871094,5,20,1.0,0,0.07,1995.97
13,0.2483,2.064443554496765,5,20,1.0,0,0.08,1995.97
14,0.3304,1.8484562435150147,5,20,1.0,0,0.11,1995.97
15,0.3598,1.7561210548400878,5,20,1.0,0,0.08,1995.97
