round,test_accuracy,test_loss,num_selected,total_clients,epsilon,change_events,selection_time_ms,server_memory_mb
1,0.1,2.357301728057861,5,30,1.0,0,0.08,2265.47
2,0.1,2.3475653118133546,5,30,1.0,0,0.12,2265.47
3,0.1,2.3434959365844725,5,30,1.0,0,0.1,2265.47
4,0.1003,2.329088122177124,5,30,1.0,0,0.1,2265.47
5,0.1,2.311543147277832,5,30,1.0,0,0.1,2265.47
6,0.1263,2.3413566619873047,5,30,1.0,0,0.1,2265.47
7,0.1123,2.3041873058319093,5,30,1.0,0,0.11,2265.47
8,0.1979,2.1369464063644408,5,30,1.0,0,0.1,2265.47
9,0.2171,2.059872688674927,5,30,1.0,0,0.1,2265.47
10,0.2356,2.0370260473251345,5,30,1.0,0,0.13,2265.47
11,0.285,1.9309954483032226,5,30,1.0,0,0.1,2265.47
12,0.2447,1.9411144454956055,5,30,1.0,0,0.09,2265.47
13,0.2966,1.9271744571685792,5,30,1.0,0,0.1,2265.47
14,0.3055,1.8191988594055175,5,30,1.0,0,0.1,2265.47
15,0.3243,1.8125453527450561,5,30,1.0,0,0.1,2265.47
16,0.3266,1.816956655693054,5,30,1.0,0,0.1,2265.47
17,0.3373,1.8179403602600097,5,30,1.0,0,0.09,2265.6
18,0.3362,1.7748134023666382,5,30,1.0,0,0.13,2265.6
19,0.3658,1.7053711475372315,5,30,1.0,0,0.1,2265.6
20,0.3833,1.6750147926330567,5,30,1.0,0,0.09,2265.6
21,0.388,1.6728661540985108,5,30,1.0,0,0.1,2265.6
22,0.3608,1.6767336902618408,5,30,1.0,0,0.09,2265.6
23,0.3759,1.6887635484695434,5,30,1.0,0,0.09,2265.6
24,0.3652,1.7075472747802733,5,30,1.0,0,0.09,2265.6
25,0.3469,1.7312746057510375,5,30,1.0,0,0.11,2265.6
26,0.403,1.6120928161621093,5,30,1.0,0,0.13,2265.6
27,0.3542,1.6530707653045655,5,30,1.0,0,0.15,2265.6
28,0.3778,1.6449401653289795,5,30,1.0,0,0.1,2265.6
29,0.4022,1.5657461601257323,5,30,1.0,0,0.11,2265.6
30,0.4055,1.5913158185958862,5,30,1.0,0,0.1,2265.6
